Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
10000,1.4189383,4.101478837327894,-16.758104,3.6036229957123194,3.6036229957123194,1.0
20000,1.4189383,4.129297075423294,-17.742079,3.628938463420486,3.628938463420486,1.0
30000,1.4189383,4.0592705167173255,-18.377533,3.575063775148908,3.575063775148908,1.0
40000,1.4189383,4.110030706243603,-16.852877,3.6103788688626515,3.6103788688626515,1.0
50000,1.4189383,4.125256673511293,-18.579647,3.6319492693436453,3.6319492693436453,1.0
60000,1.4232631,4.001001001001001,-14.538492,3.5134572721589143,3.5134572721589143,1.0
70000,1.4239082,3.989515726410384,-14.767205,3.4957611363427596,3.4957611363427596,1.0
80000,1.4239082,3.9870194707938094,-14.183209,3.493862815721782,3.493862815721782,1.0
90000,1.4239082,4.023127199597788,-14.361147,3.5192371029041927,3.5192371029041927,1.0
100000,1.4239082,3.9865269461077846,-14.456861,3.494464381496211,3.494464381496211,1.0
110000,1.4247403,3.9751367478866237,-7.9445596,3.48069705298884,3.48069705298884,1.0
120000,1.4250164,4.006015037593985,-5.5762353,3.5112618027745306,3.5112618027745306,1.0
130000,1.4250164,3.990518962075848,-5.6731186,3.4826352651009778,3.4826352651009778,1.0
140000,1.4250164,4.010526315789473,-5.620037,3.507315168877642,3.507315168877642,1.0
150000,1.4250164,3.9573835480673933,-5.624574,3.473935126785717,3.473935126785717,1.0
160000,1.4240685,4.020110608345902,-2.767681,3.5170773843135863,3.5170773843135863,1.0
170000,1.4235116,4.021618903971845,-1.1722974,3.524109025387115,3.524109025387115,1.0
180000,1.4235116,4.056651492159838,-1.1892346,3.5579671582370076,3.5579671582370076,1.0
190000,1.4235116,4.017579105976896,-1.281954,3.5207732473852884,3.5207732473852884,1.0
200000,1.4235116,3.9865403788634097,-1.3098855,3.4996515872590206,3.4996515872590206,1.0
210000,1.4239652,3.99799899949975,-0.72301203,3.5145505427122115,3.5145505427122115,1.0
220000,1.4244004,3.9954954954954953,-0.19182621,3.5045936573045706,3.5045936573045706,1.0
230000,1.4244004,3.9994997498749374,-0.16786602,3.5145505447387695,3.5145505447387695,1.0
240000,1.4244004,3.994502748625687,-0.16079348,3.5101353422261092,3.5101353422261092,1.0
250000,1.4244004,4.02920443101712,-0.12744042,3.543712816128069,3.543712816128069,1.0
260000,1.4246123,4.035786290322581,0.009071972,3.5399804001248256,3.5399804001248256,1.0
270000,1.424947,3.9964964964964964,0.14767672,3.510490056041714,3.510490056041714,1.0
280000,1.4249471,4.0095238095238095,0.13814834,3.5182871125743,3.5182871125743,1.0
290000,1.424947,4.052551793835271,0.095574014,3.546061146861375,3.546061146861375,1.0
300000,1.424947,4.038849646821393,0.09823319,3.5366436843910525,3.5366436843910525,1.0
310000,1.42517,4.06237322515213,0.21913159,3.5586543872288847,3.5586543872288847,1.0
320000,1.4257758,4.007021063189569,0.41678795,3.526239905765669,3.526239905765669,1.0
330000,1.4257758,4.0015,0.36928883,3.5061536209770536,3.5061536209770536,1.0
340000,1.4257758,4.028672032193159,0.4259416,3.5311719806665387,3.5311719806665387,1.0
350000,1.4257758,4.006009013520281,0.4193658,3.5088638347211214,3.5088638347211214,1.0
360000,1.425771,3.9965034965034967,0.46002698,3.5038466937058454,3.5038466937058454,1.0
370000,1.4257437,4.050025265285497,0.5549109,3.5573237771939747,3.5573237771939747,1.0
380000,1.4257437,4.0100351229302555,0.52772933,3.5150381365515533,3.5150381365515533,1.0
390000,1.4257437,4.047426841574167,0.58364725,3.5411710743947418,3.5411710743947418,1.0
400000,1.4257437,4.040363269424823,0.57373554,3.5444057836167273,3.5444057836167273,1.0
410000,1.4257954,4.035768261964735,0.54989684,3.541541328723097,3.541541328723097,1.0
420000,1.4275434,4.043390514631685,0.6356787,3.538023737663581,3.538023737663581,1.0
430000,1.4275434,4.0347432024169185,0.6706393,3.5355493800277555,3.5355493800277555,1.0
440000,1.4275434,4.018063221274461,0.6667842,3.5098349599460232,3.5098349599460232,1.0
450000,1.4275434,4.0592705167173255,0.6379292,3.5640693721983596,3.5640693721983596,1.0
460000,1.4275434,4.055134041476985,0.62584233,3.5540955835695334,3.5540955835695334,1.0
470000,1.4290555,4.018574297188755,0.73545593,3.5236834336092766,3.5236834336092766,1.0
480000,1.4292127,4.036775818639798,0.74876606,3.548766285226087,3.548766285226087,1.0
490000,1.4292127,4.058227848101266,0.75472325,3.5630759130419056,3.5630759130419056,1.0
500000,1.4292127,4.017570281124498,0.7205151,3.531561008722293,3.531561008722293,1.0
510000,1.4292127,4.037298387096774,0.725324,3.5473053316025047,3.5473053316025047,1.0
520000,1.4294459,4.047498736735725,0.83154565,3.5349828687838265,3.5349828687838265,1.0
530000,1.4295095,4.067375886524823,0.87082905,3.5714797782801324,3.5714797782801324,1.0
540000,1.4295095,4.0418980312973245,0.87014425,3.5462436098915364,3.5462436098915364,1.0
550000,1.4295095,4.068493150684931,0.836326,3.573732795265577,3.573732795265577,1.0
560000,1.4295095,4.060131379484588,0.82102764,3.5677800090492644,3.5677800090492644,1.0
570000,1.4302963,4.063355296502787,0.8769664,3.559848645850073,3.559848645850073,1.0
580000,1.4306926,4.0525783619818,0.8725167,3.558060168497125,3.558060168497125,1.0
590000,1.4306926,4.0669371196754565,0.85538155,3.5648941593933494,3.5648941593933494,1.0
600000,1.4306926,4.08087487283825,0.8724989,3.590396886797455,3.590396886797455,1.0
610000,1.4306926,4.074619289340101,0.8863863,3.5776655206825527,3.5776655206825527,1.0
620000,1.4312121,4.089058524173028,0.93651676,3.5855476214382183,3.5855476214382183,1.0
630000,1.4316447,4.051035876705407,0.9520836,3.5526773108376397,3.5526773108376397,1.0
