Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
10000,1.4189384,11.975356679636835,96.88152,5.192857136974087,5.192857136974087,1.0
20000,1.4239541,12.086387434554974,77.17511,5.2448952784713025,5.2448952784713025,1.0
30000,1.4270856,11.747448979591837,69.43893,5.074777062835207,5.074777062835207,1.0
40000,1.429127,12.206622516556292,58.45526,5.3002642010445635,5.3002642010445635,1.0
50000,1.4310666,12.087696335078535,46.434227,5.242539264456764,5.242539264456764,1.0
60000,1.4319931,12.186507936507937,38.563114,5.298550732993326,5.298550732993326,1.0
70000,1.4339072,12.418791946308724,32.522964,5.413806972490878,5.413806972490878,1.0
80000,1.4367652,12.496626180836707,26.741152,5.439271258600006,5.439271258600006,1.0
90000,1.4397346,12.663474692202463,23.562868,5.556497955452727,5.556497955452727,1.0
100000,1.4420977,12.589115646258504,19.784239,5.480978260545627,5.480978260545627,1.0
110000,1.4448601,12.176548089591568,17.471626,5.289342113545066,5.289342113545066,1.0
120000,1.4490212,12.510176390773406,14.78799,5.475507439715291,5.475507439715291,1.0
130000,1.4529691,12.504748982360923,13.789565,5.46833558463276,5.46833558463276,1.0
140000,1.455335,13.380747126436782,11.862136,5.893534474674312,5.893534474674312,1.0
150000,1.4572247,13.319484240687679,10.864468,5.8669054460388885,5.8669054460388885,1.0
160000,1.4596006,12.937325905292479,10.570921,5.670292891219071,5.670292891219071,1.0
170000,1.4620675,13.373563218390805,9.221178,5.881492106439051,5.881492106439051,1.0
180000,1.4653039,13.1045197740113,8.491942,5.769209044801313,5.769209044801313,1.0
190000,1.4687825,13.742268041237113,7.938961,6.072901324776381,6.072901324776381,1.0
200000,1.4725058,14.093655589123868,7.5720325,6.239577044893247,6.239577044893247,1.0
210000,1.4760004,14.223744292237443,7.038251,6.326484037497998,6.326484037497998,1.0
220000,1.4786363,14.789889415481833,6.4785743,6.58799369075287,6.58799369075287,1.0
230000,1.4810348,14.619344773790951,6.064556,6.5281250069849195,6.5281250069849195,1.0
240000,1.4827689,14.885532591414945,5.7641654,6.641428576575385,6.641428576575385,1.0
250000,1.4841934,14.89047619047619,5.471688,6.641269846568032,6.641269846568032,1.0
260000,1.4863762,15.81450252951096,5.3888116,7.113804721671724,7.113804721671724,1.0
270000,1.4885771,14.857369255150555,4.922402,6.6274168019060475,6.6274168019060475,1.0
280000,1.490602,15.18284789644013,4.745162,6.79822007043462,6.79822007043462,1.0
290000,1.4934901,15.818487394957984,4.462952,7.102689069058715,7.102689069058715,1.0
300000,1.4964962,15.917089678510997,4.2702026,7.149746204995867,7.149746204995867,1.0
310000,1.498352,16.61061946902655,4.299604,7.543386239959239,7.543386239959239,1.0
320000,1.4983593,15.669449081803005,4.1103687,7.048414026954537,7.048414026954537,1.0
